issn,eissn,journal_name,jif_2024,jif_quartile
19360584,19360592,Ecohydrology,2.1,Q3
10220038,15728196,WIRELESS NETWORKS,2.1,Q3
25094262,25094254,Pharmacoeconomics-Open,2.1,Q2
08850666,15251489,JOURNAL OF INTENSIVE CARE MEDICINE,2.1,Q3
03010546,15781267,ALLERGOLOGIA ET IMMUNOPATHOLOGIA,2.1,Q3
15551423,15551415,Journal of Computational and Nonlinear Dynamics,2.1,Q2
25099396,25099396,SynOpen,2.1,Q3
13540793,2041496X,PETROLEUM GEOSCIENCE,2.1,Q3
26670909,26670895,Atherosclerosis Plus,2.1,Q3
09188959,13484540,ENDOCRINE JOURNAL,2.1,Q3
15677419,15731510,ENVIRONMENTAL FLUID MECHANICS,2.1,Q2
0301472X,18732399,EXPERIMENTAL HEMATOLOGY,2.1,Q3
15664910,15737772,Journal of Housing and the Built Environment,2.1,Q2
16719433,19935048,Journal of Marine Science and Application,2.1,Q2
15567265,15567273,Nanoscale and Microscale Thermophysical Engineering,2.1,Q2
2571550X,2571550X,Quaternary,2.1,Q3
16645456,16645456,Cerebrovascular Diseases Extra,2.1,Q3
03257541,18517617,REVISTA ARGENTINA DE MICROBIOLOGIA,2.1,Q3
10185615,13095730,Turkish Journal of Pathology,2.1,Q2
03935965,15733025,AEROBIOLOGIA,2.1,Q2
15701611,18756212,Current Vascular Pharmacology,2.1,Q3
20933681,2093369X,Healthcare Informatics Research,2.1,Q3
27724875,27724875,International Journal of Cardiology Cardiovascular Risk and Prevention,2.1,Q3
14620316,23804084,JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY,2.1,Q2
16112490,16112504,Paddy and Water Environment,2.1,Q2
07424795,15288919,JOURNAL OF ENGINEERING FOR GAS TURBINES AND POWER-TRANSACTIONS OF THE ASME,2.1,Q2
10719091,15580776,Seminars in Pediatric Neurology,2.1,Q2
22233652,22233660,Cardiovascular Diagnosis and Therapy,2.1,Q3
10840680,19435576,Practice Periodical on Structural Design and Construction,2.1,Q3
17479541,2048397X,International Journal of Sports Science & Coaching,2.1,Q2
21949379,21949387,Drug Research,2.1,Q3
26326655,26326655,Buildings & Cities,2.1,Q2
17568277,17568285,International Journal of Spray and Combustion Dynamics,2.1,Q2
19392699,19392702,International Journal of Coal Preparation and Utilization,2.1,Q2
09610006,17416477,JOURNAL OF LIBRARIANSHIP AND INFORMATION SCIENCE,2.1,Q2
23259574,23259582,Journal of the International Association of Providers of AIDS Care,2.1,Q3
01777971,14365065,METEOROLOGY AND ATMOSPHERIC PHYSICS,2.1,Q3
14344610,16180941,PROTIST,2.1,Q3
23635037,23635045,Sustainable Water Resources Management,2.1,Q3
16879309,16879317,Advances in Meteorology,2.1,Q3
00098604,15528367,CLAYS AND CLAY MINERALS,2.1,Q2
15396509,19447930,Discovery Medicine,2.1,Q3
02697653,15738477,EVOLUTIONARY ECOLOGY,2.1,Q3
12262560,20938144,Experimental Neurobiology,2.1,Q3
09601317,13616439,JOURNAL OF MICROMECHANICS AND MICROENGINEERING,2.1,Q3
16785878,18063691,Journal of the Brazilian Society of Mechanical Sciences and Engineering,2.1,Q2
03009009,22402993,ACTA NEUROLOGICA BELGICA,2.1,Q3
2296424X,2296424X,Frontiers in Physics,2.1,Q2
21870764,21870764,Journal of Asian Ceramic Societies,2.1,Q2
07342101,15208559,JOURNAL OF VACUUM SCIENCE & TECHNOLOGY A,2.1,Q3
02668254,1472765X,LETTERS IN APPLIED MICROBIOLOGY,2.1,Q3
00256455,15729648,MECCANICA,2.1,Q3
09395075,18657125,ZEITSCHRIFT FUR NATURFORSCHUNG SECTION C-A JOURNAL OF BIOSCIENCES,2.1,Q3
08873828,19435509,JOURNAL OF PERFORMANCE OF CONSTRUCTED FACILITIES,2.1,Q2
03128962,13272020,AUSTRALIAN JOURNAL OF MANAGEMENT,2.1,Q3
0423104X,,Endokrynologia Polska,2.1,Q3
13890166,15737500,ARCHIVAL SCIENCE,2.1,Q2
18651984,18651992,International Review on Public and Nonprofit Marketing,2.1,Q3
00379409,17775817,BSGF-Earth Sciences Bulletin,2.1,Q3
25101560,25101579,Journal of the Australian Ceramic Society,2.1,Q2
01678191,18727336,PARALLEL COMPUTING,2.1,Q2
21999287,21999295,Transportation in Developing Economies,2.1,Q3
22338276,22338268,Asia Pacific Allergy,2.1,Q3
08298211,12086002,Biochemistry and Cell Biology,2.1,Q4
11316837,19882157,Cuadernos de Gestion,2.1,Q3
17474086,17474094,Expert Review of Hematology,2.1,Q3
03043886,18735738,JOURNAL OF ELECTROSTATICS,2.1,Q3
13841076,13841092,NEW ASTRONOMY,2.1,Q3
18631703,18631711,Signal Image and Video Processing,2.1,Q3
17520363,17520371,Biomarkers in Medicine,2.1,Q3
01415492,15736776,BIOTECHNOLOGY LETTERS,2.1,Q3
22107762,22107770,Cancer Genetics,2.1,Q3
14680874,20413149,International Journal of Engine Research,2.1,Q2
20962878,25425684,Liver Research,2.1,Q3
2326263X,23262621,Brain-Computer Interfaces,2.1,Q3
20565623,20565623,Future Science OA,2.1,Q3
10641955,15256065,HYPERTENSION IN PREGNANCY,2.1,Q2
24732907,24732893,Journal of Transportation Engineering Part A-Systems,2.1,Q3
02572753,14219875,DIGESTIVE DISEASES,2.1,Q3
25233106,25233106,Advances in Rheumatology,2.1,Q3
00166723,14695073,Genetics Research,2.1,Q3
07038992,17127971,CANADIAN JOURNAL OF REMOTE SENSING,2.1,Q3
00219568,15205134,JOURNAL OF CHEMICAL AND ENGINEERING DATA,2.1,Q2
24756725,24756725,Security and Privacy,2.1,Q3
09724923,09753133,Conservation & Society,2.1,Q3
14779072,17448344,Expert Review of Cardiovascular Therapy,2.1,Q3
09540105,14653443,FOOD AND AGRICULTURAL IMMUNOLOGY,2.1,Q3
02182718,17936594,INTERNATIONAL JOURNAL OF MODERN PHYSICS D,2.1,Q3
10412905,21638152,JOURNAL OF ESSENTIAL OIL RESEARCH,2.1,Q3
19477988,19477988,Journal of Photonics for Energy,2.1,Q3
10044132,10044132,Journal of Systems Engineering and Electronics,2.1,Q2
18092276,21778736,REGE-Revista de Gestao,2.1,Q3
23297662,23297670,3D Printing and Additive Manufacturing,2.1,Q3
00112275,18792235,CRYOGENICS,2.1,Q2
16583639,16587774,International Journal of Health Sciences-IJHS,2.1,Q2
20902204,20902212,Journal of Aging Research,2.1,Q3
0265931X,18791700,JOURNAL OF ENVIRONMENTAL RADIOACTIVITY,2.1,Q3
02681242,13616641,SEMICONDUCTOR SCIENCE AND TECHNOLOGY,2.1,Q3
23656433,23657448,Euro-Mediterranean Journal for Environmental Integration,2.1,Q3
17298814,17298814,International Journal of Advanced Robotic Systems,2.1,Q3
23984708,23984708,International Journal of Building Pathology and Adaptation,2.1,Q2
01419838,13653024,PARASITE IMMUNOLOGY,2.1,Q2
15480666,15480658,International Journal of Knowledge Management,2.1,Q3
00208825,15580911,INTERNATIONAL STUDIES OF MANAGEMENT & ORGANIZATION,2.1,Q3
09544097,20413017,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART F-JOURNAL OF RAIL AND RAPID TRANSIT,2.1,Q2
03987620,17730627,REVUE D EPIDEMIOLOGIE ET DE SANTE PUBLIQUE,2.1,Q2
13075888,27577392,Hepatology Forum,2.1,Q3
0894069X,15206750,NAVAL RESEARCH LOGISTICS,2.1,Q2
14767503,17412617,Action Research,2.1,Q1
02504707,09737669,BULLETIN OF MATERIALS SCIENCE,2.1,Q3
2307549X,24109355,ARO-The Scientific Journal of Koya University,2.1,Q2
13852728,18755348,CURRENT ORGANIC CHEMISTRY,2.1,Q3
17837677,17838738,Journal on Multimodal User Interfaces,2.1,Q3
07366299,15322262,SOLVENT EXTRACTION AND ION EXCHANGE,2.1,Q3
2374068X,23740698,Advances in Materials and Processing Technologies,2.1,Q3
1121760X,20388306,EUROPEAN JOURNAL OF HISTOCHEMISTRY,2.1,Q4
07339437,19434774,JOURNAL OF IRRIGATION AND DRAINAGE ENGINEERING,2.1,Q2
03990559,28047303,RAIRO-OPERATIONS RESEARCH,2.1,Q2
20436254,20436262,Advances in Natural Sciences-Nanoscience and Nanotechnology,2.1,Q3
02702592,14756803,JOURNAL OF FINANCIAL RESEARCH,2.1,Q2
01609009,15360334,FRONTIERS-A JOURNAL OF WOMEN STUDIES,2.1,Q1
01782770,14320452,DISTRIBUTED COMPUTING,2.1,Q2
20468954,20468962,Pharmaceutical Patent Analyst,2.1,Q3
01600176,15526925,INTERNATIONAL REGIONAL SCIENCE REVIEW,2.1,Q2
07179707,07179707,JOURNAL OF THE CHILEAN CHEMICAL SOCIETY,2.1,Q3
20138423,20130953,Journal of Industrial Engineering and Management-JIEM,2.1,Q3
03700046,24549983,Proceedings of the Indian National Science Academy,2.1,Q2
10934529,15324117,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING,2.1,Q3
20548923,20548923,Science and Technology of Archaeological Research,2.0,
10738746,15584631,Seminars in Orthodontics,2.0,Q2
02124068,19899106,RIE-Revista de Investigacion Educativa,2.0,Q2
01419870,14664356,ETHNIC AND RACIAL STUDIES,2.0,Q1
10283153,15527808,Journal of Studies in International Education,2.0,Q2
00294624,14680068,NOUS,2.0,
14763141,17526116,Sports Biomechanics,2.0,Q2
0022362X,19398549,JOURNAL OF PHILOSOPHY,2.0,
00224197,15736571,JOURNAL OF RELIGION & HEALTH,2.0,Q3
00127086,19399111,DUKE LAW JOURNAL,2.0,Q1
02691728,14645297,Social Epistemology,2.0,Q1
13545078,14698129,Nations and Nationalism,2.0,Q1
13545701,14664372,FEMINIST ECONOMICS,2.0,Q1
09512748,14701332,PACIFIC REVIEW,2.0,Q1
20463162,20463170,Asian Education and Development Studies,2.0,Q2
12329274,23006919,Opuscula Mathematica,2.0,Q1
14790718,17477530,International Journal of Multilingualism,2.0,Q1
00940496,15481425,AMERICAN ETHNOLOGIST,2.0,Q1
10768971,19391528,PSYCHOLOGY PUBLIC POLICY AND LAW,2.0,Q1
1388364X,15718166,EUROPEAN JOURNAL OF MIGRATION AND LAW,2.0,Q1
15361365,21690375,ADVANCED NONLINEAR STUDIES,2.0,Q1
09442669,14320835,CALCULUS OF VARIATIONS AND PARTIAL DIFFERENTIAL EQUATIONS,2.0,Q1
13925113,23358963,Nonlinear Analysis-Modelling and Control,2.0,Q1
09578234,17587395,JOURNAL OF EDUCATIONAL ADMINISTRATION,2.0,Q2
09596801,14617129,EUROPEAN JOURNAL OF INDUSTRIAL RELATIONS,2.0,Q2
00050067,17429544,AUSTRALIAN PSYCHOLOGIST,2.0,Q2
10936793,19433662,JOURNAL OF THE AMERICAN ACADEMY OF PSYCHIATRY AND THE LAW,2.0,Q1
18186300,19969805,European Archives of Paediatric Dentistry,2.0,Q2
13613324,1470109X,Race Ethnicity and Education,2.0,Q1
15236803,23289643,JOURNAL OF PUBLIC AFFAIRS EDUCATION,2.0,Q2
14749041,14749041,European Educational Research Journal,2.0,Q2
14607425,14607425,JASSS-THE JOURNAL OF ARTIFICIAL SOCIETIES AND SOCIAL SIMULATION,2.0,Q1
2039439X,20394403,Nursing Reports,2.0,Q2
10662316,19361351,American Journal of Criminal Justice,2.0,Q1
23323493,23323507,American Journal of Health Economics,2.0,Q2
10546863,10863249,KENNEDY INSTITUTE OF ETHICS JOURNAL,2.0,Q2
00220272,13665839,JOURNAL OF CURRICULUM STUDIES,2.0,Q2
00296473,17446198,NURSING FORUM,2.0,Q2
14359871,23637064,Demographic Research,2.0,Q2
00222585,19382928,JOURNAL OF MEDICAL ENTOMOLOGY,2.0,Q1
10171398,15729265,NUMERICAL ALGORITHMS,2.0,Q1
14747731,1474774X,Globalizations,2.0,Q1
13557858,14653419,ETHNICITY & HEALTH,2.0,Q1
17512786,17512794,Journalism Practice,2.0,Q2
01681591,18729045,APPLIED ANIMAL BEHAVIOUR SCIENCE,2.0,Q2
16745507,23969814,Current Zoology,2.0,Q1
18669557,18669565,Archaeological and Anthropological Sciences,2.0,Q1
1936900X,19369018,Western Journal of Emergency Medicine,2.0,Q2
02765624,18785654,Research in Social Stratification and Mobility,2.0,Q2
13645579,14645300,International Journal of Social Research Methodology,2.0,Q1
25901095,25901095,Archives of Rehabilitation Research and Clinical Translation,2.0,Q2
09638288,14645165,DISABILITY AND REHABILITATION,2.0,Q2
03783782,18726232,EARLY HUMAN DEVELOPMENT,2.0,Q2
01955616,18781306,VETERINARY CLINICS OF NORTH AMERICA-SMALL ANIMAL PRACTICE,2.0,Q2
01475916,15732819,COGNITIVE THERAPY AND RESEARCH,2.0,Q2
14747464,14753073,Social Policy and Society,2.0,Q1
09642633,13652788,JOURNAL OF INTELLECTUAL DISABILITY RESEARCH,2.0,Q1
25423614,24689009,Laparoscopic Endoscopic and Robotic Surgery,2.0,Q2
02635143,14701138,Research in Science & Technological Education,2.0,Q2
21582440,21582440,SAGE Open,2.0,Q1
01657380,15737446,VETERINARY RESEARCH COMMUNICATIONS,2.0,Q2
2005291X,20054408,Clinics in Orthopedic Surgery,2.0,Q2
2331186X,2331186X,Cogent Education,2.0,Q2
13869620,15729389,Health Care Management Science,2.0,Q3
08933200,19391293,JOURNAL OF FAMILY PSYCHOLOGY,2.0,Q2
03003256,14636409,ZOOLOGICA SCRIPTA,2.0,Q1
0312407X,14470748,Australian Social Work,2.0,Q1
09687599,13600508,DISABILITY & SOCIETY,2.0,Q1
01497189,18737870,EVALUATION AND PROGRAM PLANNING,2.0,Q1
0730725X,18735894,MAGNETIC RESONANCE IMAGING,2.0,Q3
08852545,15736997,Journal of Cultural Economics,2.0,Q2
10758216,1557783X,PROBLEMS OF POST-COMMUNISM,2.0,Q2
10899472,15328473,Journal of PeriAnesthesia Nursing,2.0,Q2
20953836,25244507,Journal of Palaeogeography-English,2.0,Q1
00219746,14724146,JOURNAL OF CLINICAL PATHOLOGY,2.0,Q2
15733750,15728315,Journal of Experimental Criminology,2.0,Q1
23342315,1948822X,Journal of the Society for Social Work and Research,2.0,Q1
23780231,23780231,Socius,2.0,Q2
19447515,19447558,AJIDD-American Journal on Intellectual and Developmental Disabilities,2.0,Q1
02681153,14653648,HEALTH EDUCATION RESEARCH,2.0,Q2
03043991,18792723,ULTRAMICROSCOPY,2.0,Q3
07085591,18787304,CANADIAN PSYCHOLOGY-PSYCHOLOGIE CANADIENNE,2.0,Q2
22962360,22962360,Frontiers in Pediatrics,2.0,Q2
18651372,18651380,International Journal of Emergency Medicine,2.0,Q2
00201383,18790267,INJURY-INTERNATIONAL JOURNAL OF THE CARE OF THE INJURED,2.0,Q2
09312048,14390418,JOURNAL OF APPLIED ENTOMOLOGY,2.0,Q1
15573060,15573079,Education Finance and Policy,2.0,Q2
12687731,14609584,Foot and Ankle Surgery,2.0,Q2
01596306,14693739,Discourse-Studies in the Cultural Politics of Education,2.0,Q2
1755599X,1878013X,International Emergency Nursing,2.0,Q2
09203796,18737196,FUSION ENGINEERING AND DESIGN,2.0,Q2
14634201,14634201,International Journal of Computerized Dentistry,2.0,Q2
19361521,1936153X,Journal of Child & Adolescent Trauma,2.0,Q1
15317129,15374505,OTOLOGY & NEUROTOLOGY,2.0,Q2
13550306,18764452,SCIENCE & JUSTICE,2.0,Q2
14702541,1751665X,SCOTTISH GEOGRAPHICAL JOURNAL,2.0,Q2
20954816,24704024,Economic and Political Studies-EPS,2.0,Q1
19407963,19407971,Journal of Policy Research in Tourism Leisure and Events,2.0,Q2
17935245,17937159,International Journal of Biomathematics,2.0,Q3
10479651,15581381,Physical Medicine and Rehabilitation Clinics of North America,2.0,Q2
15305627,15563669,Telemedicine and e-Health,2.0,Q3
00189359,15579638,IEEE TRANSACTIONS ON EDUCATION,2.0,Q2
0023852X,15314995,LARYNGOSCOPE,2.0,Q2
02713683,14602202,CURRENT EYE RESEARCH,2.0,Q2
09578765,15737888,Voluntas,2.0,Q2
10903127,15450066,Prehospital Emergency Care,2.0,Q2
00015172,13996576,ACTA ANAESTHESIOLOGICA SCANDINAVICA,2.0,Q2
14818035,14818043,Canadian Journal of Emergency Medicine,2.0,Q2
13569775,14693631,Contemporary Politics,2.0,Q2
16956133,16965728,GEOLOGICA ACTA,2.0,Q1
13227114,1440172X,International Journal of Nursing Practice,2.0,Q2
00904392,15206629,JOURNAL OF COMMUNITY PSYCHOLOGY,2.0,Q1
10689508,15316998,Current Opinion in Otolaryngology & Head and Neck Surgery,2.0,Q2
01410423,14679817,JOURNAL OF RESEARCH IN READING,2.0,Q2
24680451,24680451,Infection Disease & Health,2.0,Q3
09680160,18735800,KNEE,2.0,Q2
14654644,14684357,BIOSTATISTICS,2.0,Q1
14407833,17412978,JOURNAL OF SOCIOLOGY,2.0,Q2
24688509,24687855,Journal of Stomatology Oral and Maxillofacial Surgery,2.0,Q2
10152008,14230291,PATHOBIOLOGY,2.0,Q2
26665182,26665182,Current Research in Behavioral Sciences,2.0,Q3
19444079,19444079,Risk Hazards & Crisis in Public Policy,2.0,Q3
2212828X,22128298,Journal of the Economics of Ageing,2.0,Q2
16124642,14390574,EUROPEAN JOURNAL OF WILDLIFE RESEARCH,2.0,Q1
15388220,15388239,Journal of School Violence,2.0,Q1
00904295,15279995,UROLOGY,2.0,Q2
27481956,27481964,ZFW-Advances in Economic Geography,2.0,Q2
1742058X,17420598,Du Bois Review-Social Science Research on Race,2.0,Q1
00195456,09737693,INDIAN JOURNAL OF PEDIATRICS,2.0,Q2
09273948,17445078,OCULAR IMMUNOLOGY AND INFLAMMATION,2.0,Q2
07334648,15524523,JOURNAL OF APPLIED GERONTOLOGY,2.0,Q2
17449871,1744988X,Journal of Research in Nursing,2.0,Q2
13645706,13652931,MINIMALLY INVASIVE THERAPY & ALLIED TECHNOLOGIES,2.0,Q2
10566171,15370437,JOURNAL OF APPLIED POULTRY RESEARCH,2.0,Q2
0167482X,17438942,Journal of Psychosomatic Obstetrics & Gynecology,2.0,Q2
09728988,22310916,Veterinary World,2.0,Q2
17155312,17155320,Applied Physiology Nutrition and Metabolism,2.0,Q2
03051862,13652214,CHILD CARE HEALTH AND DEVELOPMENT,2.0,Q2
17549973,17549981,Public Health Ethics,2.0,Q2
17457300,17457319,International Journal of Injury Control and Safety Promotion,2.0,Q3
10420940,15635236,ICHNOS-AN INTERNATIONAL JOURNAL FOR PLANT AND ANIMAL TRACES,2.0,Q1
13538047,14755785,INJURY PREVENTION,2.0,Q3
08880395,19452810,JOURNAL OF NEUROSCIENCE NURSING,2.0,Q2
00223891,15327752,JOURNAL OF PERSONALITY ASSESSMENT,2.0,Q2
10705309,15456838,SOCIAL WORK RESEARCH,2.0,Q1
14200597,15731499,COMPUTATIONAL GEOSCIENCES,2.0,Q3
13922785,20295839,Inzinerine Ekonomika-Engineering Economics,2.0,Q2
10538100,10902376,CONSCIOUSNESS AND COGNITION,2.0,Q2
25480839,25480839,European Endodontic Journal,2.0,Q2
01636383,18790453,INFANT BEHAVIOR & DEVELOPMENT,2.0,Q3
15473287,15578534,STEM CELLS AND DEVELOPMENT,2.0,Q2
01030582,19840462,Revista Paulista de Pediatria,2.0,Q2
0002936X,15387488,AMERICAN JOURNAL OF NURSING,2.0,Q2
09266003,15732894,COMPUTATIONAL OPTIMIZATION AND APPLICATIONS,2.0,Q1
18787886,18787886,Journal of Visceral Surgery,2.0,Q2
1642431X,2300732X,Reproductive Biology,2.0,Q3
18785158,18785166,Review of Philosophy and Psychology,2.0,Q2
13366157,24541001,Folia Geographica,2.0,Q2
22125345,22125353,Respiratory Investigation,2.0,Q3
00220965,10960457,JOURNAL OF EXPERIMENTAL CHILD PSYCHOLOGY,2.0,Q2
1520541X,1525142X,EVOLUTION & DEVELOPMENT,2.0,Q3
0969997X,13652400,FISHERIES MANAGEMENT AND ECOLOGY,2.0,Q2
08842175,15526909,JOGNN-JOURNAL OF OBSTETRIC GYNECOLOGIC AND NEONATAL NURSING,2.0,Q2
13419145,13489585,JOURNAL OF OCCUPATIONAL HEALTH,2.0,Q3
00257818,00257818,Medicina del Lavoro,2.0,Q3
00283932,18733514,Neuropsychologia,2.0,Q2
08927014,10292454,BIOFOULING,2.0,Q2
01639641,10970355,Infant Mental Health Journal-Infancy and Early Childhood,2.0,Q3
00759511,18735851,LIMNOLOGICA,2.0,Q2
20963726,25742272,Pediatric Investigation,2.0,Q2
20908113,20420048,Veterinary Medicine International,2.0,Q2
09658211,14640686,MEMORY,2.0,Q2
00049182,14653311,AUSTRALIAN GEOGRAPHER,2.0,Q2
13811118,15436136,ARCHIVES OF SUICIDE RESEARCH,2.0,Q2
01427873,14643774,JOURNAL OF PLANKTON RESEARCH,2.0,Q2
25099930,25099949,Radiation Detection Technology and Methods,2.0,Q2
07424477,15206297,Agribusiness,2.0,Q2
00021962,14350645,AGRONOMY JOURNAL,2.0,Q2
13654802,14757583,Improving Schools,2.0,Q2
15280837,15308057,Journal of Industrial Textiles,2.0,Q2
10506519,15524574,JOURNAL OF BUSINESS AND TECHNICAL COMMUNICATION,2.0,Q2
17421705,17421713,RENEWABLE AGRICULTURE AND FOOD SYSTEMS,2.0,Q2
03034569,14390272,ANDROLOGIA,2.0,Q3
26672901,26672901,Cells & Development,2.0,Q3
19116470,19201214,CUAJ-Canadian Urological Association Journal,2.0,Q2
09201211,18726844,EPILEPSY RESEARCH,2.0,Q3
15517136,,Heart Failure Clinics,2.0,Q3
09187545,14756781,International Journal of Japanese Sociology,2.0,Q2
10708022,15365166,JOURNAL OF NEURO-OPHTHALMOLOGY,2.0,Q2
1383469X,15728153,MOBILE NETWORKS & APPLICATIONS,2.0,Q3
00295450,19437471,NUCLEAR TECHNOLOGY,2.0,Q2
10867376,17556791,Studies in Economics and Finance,2.0,Q2
00918369,15403602,JOURNAL OF HOMOSEXUALITY,2.0,Q1
26927691,26927691,American Journal of Biological Anthropology,2.0,Q1
21676968,21676984,Emerging Adulthood,2.0,Q2
10844309,15577309,ACM TRANSACTIONS ON DESIGN AUTOMATION OF ELECTRONIC SYSTEMS,2.0,Q3
00167568,14695081,GEOLOGICAL MAGAZINE,2.0,Q3
13625187,14730782,EUROPEAN JOURNAL OF CONTRACEPTION AND REPRODUCTIVE HEALTH CARE,2.0,Q2
02795442,19408250,Critical Care Nurse,2.0,Q2
2372952X,2372952X,Chronic Obstructive Pulmonary Diseases-Journal of the COPD Foundation,2.0,Q3
17483735,17483743,International Journal of Older People Nursing,2.0,Q2
15582027,15582035,Journal of Cardiovascular Medicine,2.0,Q3
10765174,10969888,JOURNAL OF MASS SPECTROMETRY,2.0,Q2
03043940,18727972,NEUROSCIENCE LETTERS,2.0,Q4
1177889X,,Patient Preference and Adherence,2.0,Q2
11202890,1973820X,Economia Politica,2.0,Q2
09320113,14321955,PARASITOLOGY RESEARCH,2.0,Q3
02718235,10989021,SEMINARS IN NEUROLOGY,2.0,Q3
03785866,14219859,DEVELOPMENTAL NEUROSCIENCE,2.0,Q3
13591045,14617021,Clinical Child Psychology and Psychiatry,2.0,Q2
21948011,2194802X,Diagnosis,2.0,Q2
00400262,19968175,TAXON,2.0,Q2
08628408,18029973,PHYSIOLOGICAL RESEARCH,2.0,Q3
12332585,20837429,Polish Maritime Research,2.0,Q2
00411132,15372995,TRANSFUSION,2.0,Q3
02133911,16995848,HISTOLOGY AND HISTOPATHOLOGY,2.0,Q2
22295178,22495673,Indian Dermatology Online Journal,2.0,Q3
15216926,15321924,BEST PRACTICE & RESEARCH CLINICAL HAEMATOLOGY,2.0,Q3
04493060,13499157,JOURNAL OF RADIATION RESEARCH,2.0,Q2
18761364,18761372,Journal of Ambient Intelligence and Smart Environments,2.0,Q3
12269239,18670725,JOURNAL OF PLANT BIOLOGY,2.0,Q2
23754699,23754702,ACM Transactions on Asian and Low-Resource Language Information Processing,2.0,Q3
03341860,2191026X,Journal of Intelligent Systems,2.0,Q3
1415790X,19805497,Revista Brasileira de Epidemiologia,2.0,Q3
1075122X,15244741,Breast Journal,2.0,Q2
22138463,22138463,Manufacturing Letters,2.0,Q3
13426311,13474405,MICROBES AND ENVIRONMENTS,2.0,Q3
21926662,21926670,Network Modeling and Analysis in Health Informatics and Bioinformatics,2.0,Q3
26624729,26624737,Physical and Engineering Sciences in Medicine,2.0,Q3
01027972,16787153,Psicologia-Reflexao e Critica,2.0,Q2
09721525,09740740,Sugar Tech,2.0,Q2
14036096,16512278,Housing Theory & Society,2.0,Q2
17538270,17538289,International Journal of Housing Markets and Analysis,2.0,Q2
14337541,1433755X,PATTERN ANALYSIS AND APPLICATIONS,2.0,Q3
14341948,10990682,EUROPEAN JOURNAL OF INORGANIC CHEMISTRY,2.0,Q3
15140326,16676726,Journal of Applied Economics,2.0,Q2
09208550,15730735,JOURNAL OF FINANCIAL SERVICES RESEARCH,2.0,Q2
15209512,15221709,Sleep and Breathing,2.0,Q3
09628819,15739368,TRANSGENIC RESEARCH,2.0,Q3
07491409,2152999X,Womens Studies in Communication,2.0,Q2
15829146,22479104,Amfiteatru Economic,2.0,Q2
09484280,14378213,JOURNAL OF MARINE SCIENCE AND TECHNOLOGY,2.0,Q2
00225193,10958541,JOURNAL OF THEORETICAL BIOLOGY,2.0,Q2
00281522,21614296,Navigation-Journal of the Institute of Navigation,2.0,Q2
10384162,22006974,Australian Journal of Career Development,2.0,Q3
1214021X,12140287,Journal of Applied Biomedicine,2.0,Q3
15685888,18766250,Netherlands Heart Journal,2.0,Q3
01989073,15588017,Journal of the American Taxation Association,2.0,Q2
12057088,19181485,Paediatrics & Child Health,2.0,Q2
03345114,18787665,SYMBIOSIS,2.0,Q3
09462171,14320649,APPLIED PHYSICS B-LASERS AND OPTICS,2.0,Q3
01422782,1099081X,BIOPHARMACEUTICS & DRUG DISPOSITION,2.0,Q3
02537176,09751564,Indian Journal of Psychological Medicine,2.0,Q2
14738716,14738724,Information Visualization,2.0,Q3
20411480,20411480,Journal of Biomedical Semantics,2.0,Q3
12298093,20929323,MYCOBIOLOGY,2.0,Q2
01677063,15635260,JOURNAL OF NEUROGENETICS,2.0,Q3
00220248,18735002,JOURNAL OF CRYSTAL GROWTH,2.0,Q2
10704965,15525465,Journal of Environment & Development,2.0,Q2
24055794,24055794,Journal of Clinical Tuberculosis and Other Mycobacterial Diseases,2.0,Q3
00207608,1097461X,INTERNATIONAL JOURNAL OF QUANTUM CHEMISTRY,2.0,Q2
14373254,14373262,INTERNATIONAL JOURNAL OF EARTH SCIENCES,2.0,Q3
20556640,20556659,Journal of Virus Eradication,2.0,Q3
10158987,14219778,CELLULAR PHYSIOLOGY AND BIOCHEMISTRY,2.0,Q3
1304530X,21486247,Turkish Journal of Pharmaceutical Sciences,2.0,Q3
03770265,18726879,DYNAMICS OF ATMOSPHERES AND OCEANS,2.0,Q2
10963758,23256540,Journal of Hospitality & Tourism Education,2.0,Q2
10299599,19905424,Physical Mesomechanics,2.0,Q2
14772000,14780933,SYSTEMATICS AND BIODIVERSITY,2.0,Q2
19183003,19183011,Journal of Clinical Medicine Research-Canada,2.0,Q2
08874476,10982396,SYNAPSE-Structure Function Connectivity,2.0,Q4
17561841,1756185X,International Journal of Rheumatic Diseases,2.0,Q3
14665026,14665034,INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,2.0,Q3
17521882,17521890,Coaching-An International Journal of Theory Research and Practice,2.0,Q3
19430663,19430671,IEEE Embedded Systems Letters,2.0,Q3
08958378,10917691,INHALATION TOXICOLOGY,2.0,Q4
26316110,26316129,Journal of Breast Imaging,2.0,Q3
00220418,17587379,JOURNAL OF DOCUMENTATION,2.0,Q2
00222615,14735644,JOURNAL OF MEDICAL MICROBIOLOGY,2.0,Q3
15572064,15572072,Sensing and Imaging,2.0,Q3
16078055,23334509,World Leisure Journal,2.0,Q2
